0.000000 0.000000 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1334 26934 2982
1.000000 0.304486 -6 20 -20 200 200 0 6 -20 18 198 198 0 0 0 2 2 2 0 1334 26934 2982
2.000000 0.606290 -12 32 -12 400 400 0 12 -32 10 398 398 0 0 0 2 2 2 0 1334 26934 2982
3.000000 0.884229 -12 18 -4 600 600 0 13 -17 1 595 595 0 -1 -1 3 5 5 0 1334 26934 2982
4.000000 1.198241 -24 -10 2 800 800 0 25 11 -5 793 793 0 -1 -1 3 7 7 0 1334 26934 2982
5.000000 1.466310 -40 -18 8 1000 1000 0 41 19 -11 993 993 0 -1 -1 3 7 7 0 1334 26934 2982
6.000000 1.763718 -50 -12 26 1200 1200 0 52 16 -30 1190 1190 0 -2 -4 4 10 10 0 1334 26934 2982
7.000000 2.051797 -40 -14 32 1400 1400 0 41 17 -35 1389 1389 0 -1 -3 3 11 11 0 1334 26934 2982
8.000000 2.331404 -56 -16 14 1600 1600 0 56 20 -16 1588 1588 0 0 -4 2 12 12 0 1334 26934 2982
9.000000 2.611376 -42 -18 34 1800 1800 0 42 22 -34 1786 1786 0 0 -4 0 14 14 0 1334 26934 2982
10.000000 2.908344 -32 -20 20 2000 2000 0 32 24 -20 1986 1986 0 0 -4 0 14 14 0 1334 26934 2982
11.000000 3.200427 -48 -30 14 2200 2200 0 50 32 -14 2184 2184 0 -2 -2 0 16 16 0 1334 26934 2982
12.000000 3.471453 -48 -16 24 2400 2400 0 50 18 -24 2384 2384 0 -2 -2 0 16 16 0 1334 26934 2982
13.000000 3.785774 -50 -40 0 2600 2600 0 53 41 1 2583 2583 0 -3 -1 -1 17 17 0 1334 26934 2982
14.000000 4.092091 -52 -48 -16 2800 2800 0 55 49 17 2783 2783 0 -3 -1 -1 17 17 0 1334 26934 2982
15.000000 4.361011 -36 -28 -26 3000 3000 0 40 30 26 2982 2982 0 -4 -2 0 18 18 0 1334 26934 2982
16.000000 4.640324 -34 -20 -22 3200 3200 0 37 19 21 3179 3179 0 -3 1 1 21 21 0 1334 26934 2982
17.000000 4.905140 -32 2 -20 3400 3400 0 35 -3 19 3379 3379 0 -3 1 1 21 21 0 1334 26934 2982
18.000000 5.193964 -30 -26 -34 3600 3600 0 34 24 34 3578 3578 0 -4 2 0 22 22 0 1334 26934 2982
19.000000 5.489566 -48 -22 -12 3800 3800 0 51 19 13 3777 3777 0 -3 3 -1 23 23 0 1334 26934 2982
20.000000 5.805365 -48 -16 -10 4000 4000 0 51 15 11 3975 3975 0 -3 1 -1 25 25 0 1334 26934 2982
21.000000 6.089970 -52 -28 -2 4200 4200 0 58 26 6 4170 4170 0 -6 2 -4 30 30 0 1334 26934 2982
22.000000 6.350072 -50 -52 2 4400 4400 0 54 48 2 4368 4368 0 -4 4 -4 32 32 0 1334 26934 2982
23.000000 6.669323 -80 -68 -4 4600 4600 0 85 65 9 4567 4567 0 -5 3 -5 33 33 0 1334 26934 2982
24.000000 6.938718 -70 -60 6 4800 4800 0 76 58 0 4766 4766 0 -6 2 -6 34 34 0 1334 26934 2982
25.000000 7.247621 -76 -86 4 5000 5000 0 80 86 4 4964 4964 0 -4 0 -8 36 36 0 1334 26934 2982
26.000000 7.547636 -80 -78 -8 5200 5200 0 84 78 16 5162 5162 0 -4 0 -8 38 38 0 1334 26934 2982
27.000000 7.838205 -82 -82 -20 5400 5400 0 87 83 29 5361 5361 0 -5 -1 -9 39 39 0 1334 26934 2982
28.000000 8.125984 -80 -98 2 5600 5600 0 84 98 6 5560 5560 0 -4 0 -8 40 40 0 1334 26934 2982
29.000000 8.403830 -86 -120 16 5800 5800 0 90 118 -10 5758 5758 0 -4 2 -6 42 42 0 1334 26934 2982
30.000000 8.687149 -62 -128 34 6000 6000 0 66 128 -28 5956 5956 0 -4 0 -6 44 44 0 1334 26934 2982
31.000000 8.980418 -66 -146 58 6200 6200 0 69 145 -51 6155 6155 0 -3 1 -7 45 45 0 1334 26934 2982
32.000000 9.275284 -34 -150 40 6400 6400 0 38 148 -34 6354 6354 0 -4 2 -6 46 46 0 1334 26934 2982
33.000000 9.587102 -8 -146 58 6600 6600 0 12 146 -52 6552 6552 0 -4 0 -6 48 48 0 1334 26934 2982
34.000000 9.906021 -2 -166 64 6800 6800 0 6 166 -58 6752 6752 0 -4 0 -6 48 48 0 1334 26934 2982
35.000000 10.183355 -14 -172 68 7000 7000 0 17 171 -61 6951 6951 0 -3 1 -7 49 49 0 1334 26934 2982
36.000000 10.490451 -20 -176 60 7200 7200 0 23 175 -53 7151 7151 0 -3 1 -7 49 49 0 1334 26934 2982
37.000000 10.786587 -8 -184 38 7400 7400 0 11 183 -31 7351 7351 0 -3 1 -7 49 49 0 1334 26934 2982
38.000000 11.098521 -2 -194 36 7600 7600 0 5 195 -29 7549 7549 0 -3 -1 -7 51 51 0 1334 26934 2982
39.000000 11.396711 -20 -202 66 7800 7800 0 22 204 -58 7748 7748 0 -2 -2 -8 52 52 0 1334 26934 2982
40.000000 11.712899 -38 -204 78 8000 8000 0 39 207 -71 7947 7947 0 -1 -3 -7 53 53 0 1334 26934 2982
41.000000 11.977165 -40 -206 84 8200 8200 0 41 209 -77 8147 8147 0 -1 -3 -7 53 53 0 1334 26934 2982
42.000000 12.295943 -24 -210 70 8400 8400 0 24 212 -64 8346 8346 0 0 -2 -6 54 54 0 1334 26934 2982
43.000000 12.585363 -28 -192 70 8600 8600 0 28 194 -64 8546 8546 0 0 -2 -6 54 54 0 1334 26934 2982
44.000000 12.886789 -22 -196 90 8800 8800 0 21 197 -85 8745 8745 0 1 -1 -5 55 55 0 1334 26934 2982
45.000000 13.176909 -18 -194 86 9000 9000 0 17 197 -81 8943 8943 0 1 -3 -5 57 57 0 1334 26934 2982
46.000000 13.480777 -26 -184 64 9200 9200 0 25 185 -59 9141 9141 0 1 -1 -5 59 59 0 1334 26934 2982
