1 0.2943779738 -3170 1912 534 2000200 2000200 0 3044 -1970 -508 1985742 1985742 0 126 58 -26 14458 14458 0
2 0.6355113444 -3202 1910 520 2000400 2000400 0 3077 -1969 -495 1985941 1985941 0 125 59 -25 14459 14459 0
3 0.9699440148 -3216 1916 522 2000600 2000600 0 3093 -1975 -499 1986139 1986139 0 123 59 -23 14461 14461 0
4 1.269974675 -3224 1912 510 2000800 2000800 0 3101 -1971 -487 1986339 1986339 0 123 59 -23 14461 14461 0
5 1.529225582 -3218 1914 516 2001000 2001000 0 3093 -1973 -493 1986537 1986537 0 125 59 -23 14463 14463 0
6 1.820861897 -3228 1926 492 2001200 2001200 0 3101 -1983 -469 1986735 1986735 0 127 57 -23 14465 14465 0
7 2.141504814 -3226 1918 496 2001400 2001400 0 3100 -1976 -474 1986934 1986934 0 126 58 -22 14466 14466 0
8 2.478046106 -3228 1936 492 2001600 2001600 0 3104 -1992 -470 1987132 1987132 0 124 56 -22 14468 14468 0
9 2.771267362 -3228 1914 476 2001800 2001800 0 3104 -1970 -454 1987332 1987332 0 124 56 -22 14468 14468 0
10 3.06746627 -3210 1932 478 2002000 2002000 0 3086 -1988 -456 1987530 1987530 0 124 56 -22 14470 14470 0
11 3.415112458 -3198 1940 478 2002200 2002200 0 3074 -1996 -456 1987730 1987730 0 124 56 -22 14470 14470 0
12 3.71160452 -3188 1954 482 2002400 2002400 0 3064 -2010 -460 1987930 1987930 0 124 56 -22 14470 14470 0
13 3.985530213 -3202 1958 494 2002600 2002600 0 3079 -2015 -475 1988127 1988127 0 123 57 -19 14473 14473 0
14 4.285664201 -3204 1942 492 2002800 2002800 0 3082 -1998 -472 1988324 1988324 0 122 56 -20 14476 14476 0
15 4.542963488 -3212 1928 496 2003000 2003000 0 3091 -1983 -477 1988523 1988523 0 121 55 -19 14477 14477 0
16 4.819454054 -3202 1922 512 2003200 2003200 0 3080 -1978 -492 1988722 1988722 0 122 56 -20 14478 14478 0
17 5.096613948 -3186 1928 528 2003400 2003400 0 3064 -1984 -508 1988922 1988922 0 122 56 -20 14478 14478 0
18 5.367924238 -3196 1926 532 2003600 2003600 0 3074 -1984 -510 1989120 1989120 0 122 58 -22 14480 14480 0
19 5.624833853 -3198 1924 548 2003800 2003800 0 3075 -1983 -525 1989319 1989319 0 123 59 -23 14481 14481 0
20 5.936384896 -3186 1934 554 2004000 2004000 0 3062 -1992 -532 1989518 1989518 0 124 58 -22 14482 14482 0
21 6.201540298 -3192 1908 560 2004200 2004200 0 3067 -1965 -537 1989715 1989715 0 125 57 -23 14485 14485 0
22 6.465895956 -3186 1936 578 2004400 2004400 0 3060 -1992 -554 1989914 1989914 0 126 56 -24 14486 14486 0
23 6.754808898 -3188 1938 568 2004600 2004600 0 3063 -1995 -545 1990113 1990113 0 125 57 -23 14487 14487 0
24 7.050330474 -3196 1952 564 2004800 2004800 0 3070 -2010 -540 1990312 1990312 0 126 58 -24 14488 14488 0
25 7.358274536 -3200 1950 560 2005000 2005000 0 3075 -2011 -535 1990507 1990507 0 125 61 -25 14493 14493 0
26 7.639556383 -3204 1930 540 2005200 2005200 0 3079 -1991 -517 1990705 1990705 0 125 61 -23 14495 14495 0
27 7.924605829 -3202 1916 550 2005400 2005400 0 3076 -1976 -526 1990904 1990904 0 126 60 -24 14496 14496 0
28 8.214921047 -3192 1912 538 2005600 2005600 0 3067 -1973 -515 1991103 1991103 0 125 61 -23 14497 14497 0
29 8.541754658 -3186 1916 534 2005800 2005800 0 3060 -1978 -510 1991302 1991302 0 126 62 -24 14498 14498 0
30 8.785568269 -3186 1898 530 2006000 2006000 0 3059 -1961 -507 1991501 1991501 0 127 63 -23 14499 14499 0
31 9.075662988 -3198 1902 534 2006200 2006200 0 3071 -1965 -511 1991701 1991701 0 127 63 -23 14499 14499 0
32 9.372283895 -3206 1912 522 2006400 2006400 0 3078 -1976 -500 1991900 1991900 0 128 64 -22 14500 14500 0
33 9.665333845 -3222 1908 540 2006600 2006600 0 3094 -1972 -518 1992100 1992100 0 128 64 -22 14500 14500 0
34 9.974788006 -3244 1890 558 2006800 2006800 0 3114 -1954 -536 1992298 1992298 0 130 64 -22 14502 14502 0
35 10.24557886 -3262 1898 524 2007000 2007000 0 3131 -1963 -501 1992497 1992497 0 131 65 -23 14503 14503 0
36 10.55857745 -3274 1888 526 2007200 2007200 0 3142 -1952 -502 1992694 1992694 0 132 64 -24 14506 14506 0
37 10.88031989 -3282 1874 538 2007400 2007400 0 3150 -1938 -514 1992894 1992894 0 132 64 -24 14506 14506 0
38 11.15161237 -3270 1882 516 2007600 2007600 0 3137 -1943 -491 1993091 1993091 0 133 61 -25 14509 14509 0
39 11.44107963 -3258 1890 522 2007800 2007800 0 3126 -1950 -496 1993288 1993288 0 132 60 -26 14512 14512 0
40 11.73062398 -3266 1918 522 2008000 2008000 0 3134 -1978 -496 1993488 1993488 0 132 60 -26 14512 14512 0
41 12.02931228 -3258 1926 508 2008200 2008200 0 3130 -1982 -482 1993684 1993684 0 128 56 -26 14516 14516 0
42 12.28322509 -3256 1954 506 2008400 2008400 0 3129 -2009 -483 1993879 1993879 0 127 55 -23 14521 14521 0
43 12.54256693 -3270 1960 512 2008600 2008600 0 3141 -2011 -491 1994075 1994075 0 129 51 -21 14525 14525 0
44 12.83035184 -3272 1944 504 2008800 2008800 0 3144 -1994 -484 1994274 1994274 0 128 50 -20 14526 14526 0
45 13.10833001 -3280 1930 484 2009000 2009000 0 3150 -1978 -466 1994472 1994472 0 130 48 -18 14528 14528 0
46 13.44484158 -3272 1928 484 2009200 2009200 0 3143 -1975 -467 1994671 1994671 0 129 47 -17 14529 14529 0
47 13.76185335 -3248 1934 480 2009400 2009400 0 3118 -1980 -464 1994870 1994870 0 130 46 -16 14530 14530 0
48 14.07297758 -3258 1926 498 2009600 2009600 0 3128 -1972 -482 1995070 1995070 0 130 46 -16 14530 14530 0
49 14.36575053 -3240 1922 498 2009800 2009800 0 3110 -1968 -482 1995270 1995270 0 130 46 -16 14530 14530 0
50 14.64052599 -3232 1934 494 2010000 2010000 0 3101 -1979 -479 1995469 1995469 0 131 45 -15 14531 14531 0
51 14.90374464 -3236 1934 498 2010200 2010200 0 3105 -1979 -483 1995669 1995669 0 131 45 -15 14531 14531 0
52 15.20387011 -3242 1928 512 2010400 2010400 0 3111 -1973 -497 1995869 1995869 0 131 45 -15 14531 14531 0
53 15.52019036 -3254 1920 532 2010600 2010600 0 3123 -1965 -517 1996069 1996069 0 131 45 -15 14531 14531 0
54 15.80222948 -3256 1932 532 2010800 2010800 0 3124 -1976 -518 1996266 1996266 0 132 44 -14 14534 14534 0
55 16.10130444 -3240 1940 542 2011000 2011000 0 3108 -1984 -528 1996464 1996464 0 132 44 -14 14536 14536 0
56 16.38248513 -3240 1964 524 2011200 2011200 0 3108 -2010 -510 1996660 1996660 0 132 46 -14 14540 14540 0
57 16.68401388 -3220 1960 506 2011400 2011400 0 3089 -2005 -493 1996859 1996859 0 131 45 -13 14541 14541 0
58 16.95859458 -3242 1978 508 2011600 2011600 0 3111 -2025 -493 1997055 1997055 0 131 47 -15 14545 14545 0
59 17.25983609 -3208 1980 508 2011800 2011800 0 3078 -2028 -496 1997252 1997252 0 130 48 -12 14548 14548 0
60 17.54140937 -3200 1984 496 2012000 2012000 0 3073 -2031 -485 1997447 1997447 0 127 47 -11 14553 14553 0
61 17.847952 -3200 2000 512 2012200 2012200 0 3071 -2047 -503 1997645 1997645 0 129 47 -9 14555 14555 0
62 18.16252654 -3212 2010 500 2012400 2012400 0 3083 -2057 -491 1997845 1997845 0 129 47 -9 14555 14555 0
63 18.44938897 -3218 2004 490 2012600 2012600 0 3087 -2053 -483 1998043 1998043 0 131 49 -7 14557 14557 0
64 18.7469301 -3200 2006 496 2012800 2012800 0 3068 -2056 -490 1998242 1998242 0 132 50 -6 14558 14558 0
65 19.0447706 -3210 2004 468 2013000 2013000 0 3080 -2056 -464 1998440 1998440 0 130 52 -4 14560 14560 0
66 19.31334061 -3212 1988 460 2013200 2013200 0 3082 -2040 -456 1998638 1998638 0 130 52 -4 14562 14562 0
67 19.57966929 -3232 1996 468 2013400 2013400 0 3099 -2045 -465 1998835 1998835 0 133 49 -3 14565 14565 0
68 19.849711 -3220 2002 472 2013600 2013600 0 3087 -2053 -471 1999033 1999033 0 133 51 -1 14567 14567 0
69 20.17007637 -3216 1990 476 2013800 2013800 0 3084 -2042 -476 1999232 1999232 0 132 52 0 14568 14568 0
